"marker_symbol","impc_significant_parameter_name","gene_id"
"Spint1","Viability Outcome","20732"
"Spn","Unexpected behaviors|Right corneal thickness|Lean mass|Monocyte cell count|Activity (body position)","20737"
"Spn","Unexpected behaviors|Right corneal thickness|Lean mass|Monocyte cell count|Activity (body position)","20741"
"Spn","Unexpected behaviors|Right corneal thickness|Lean mass|Monocyte cell count|Activity (body position)","20742"
"Spn","Unexpected behaviors|Right corneal thickness|Lean mass|Monocyte cell count|Activity (body position)","217124"
"Spns2","Cornea|Corneal vascularization|Corneal opacity|Trunk curl|Narrow eye opening|Eye with optic nerve - MPATH process term|Bone Mineral Content (excluding skull)|White blood cell count|Iris/Pupil|Startle response|Mean corpuscular hemoglobin|Mean cell volume|Sodium","216892"
"Spns3","Kidney|Uterus|Urinary bladder|Sternum","77577"
"Spo11","Spleen","26972"
"Spock1","% Pre-pulse inhibition - PPI2|Forelimb grip strength normalised against body weight|Fasted blood glucose concentration|Body weight","20745"
"Spop","Lymph node|Thymus|Total food intake|Adrenal gland|Respiratory Exchange Ratio","20747"
"Spopl","Thoracic processes","76857"
"Spp1","Eyelid closure|Narrow eye opening|Corneal Sclerization|Corneal deposits|Eye|Bulging eye|Corneal opacity|Eye Hemorrhage or Blood Presence|Eyelid morphology|Corneal vascularization","20750"
"Spred1","18kHz-evoked ABR Threshold|Neutrophil cell count|6kHz-evoked ABR Threshold|Tremor|Alkaline phosphatase|Head morphology|Teeth|Forelimb and hindlimb grip strength measurement mean|Maxilla/Pre-maxilla|Aortic diameter (Dao)|Skull shape|Fusion of vertebrae|Fusion of processes|Snout size|Processes on vertebrae|Startle response|Digit integrity|Mandibles|Zygomatic bone|Head size|12kHz-evoked ABR Threshold|Weight|Click-evoked ABR threshold|Shape of vertebrae|Spleen weight|Heart weight|Skin color - whole body","114715"
"Spred2","Fusion between cornea and lens|Heart|Skin|Brain|Stomach|Kidney|Mean cell volume|Spleen|Lens Opacity|Liver|Alkaline phosphatase|Lymph node","114716"
"Spred3","Number of rears - total|Kidney|Lymph node|Fasted blood glucose concentration|Eye with optic nerve|Basophil cell count|Ovary","101809"
"Sprr1a","Startle response|Forelimb and hindlimb grip strength measurement mean|Periphery distance travelled|Periphery average speed|Corneal opacity","20753"
"Sprr1b","Creatinine|Percent time in light|Percent time in dark","20754"
"Sprr3","Hemoglobin","20766"
"Spry4","Brachydactyly|Digit integrity|Corneal opacity|Tibia length|Forelimb grip strength normalised against body weight|Forelimb grip strength measurement mean|Cornea|Forelimb and hindlimb grip strength measurement mean|Fasted blood glucose concentration|Number of digits|Forelimb and hindlimb grip strength normalised against body weight","24066"
"Spryd3","Mean corpuscular hemoglobin|Retina (combined)|Retinal Blood Vessels Pattern|Retinal Blood Vessels|Mean cell hemoglobin concentration|Lens Opacity|Response amplitude - S|Alkaline phosphatase|Lens","223918"
"Spryd4","Thymus|Heart","66701"
"Spta1","HR|RR|Response amplitude - S","20739"
"Sptbn2","Total protein|Tibia length|Hemoglobin","20743"
"Sptlc1","Embryo Size|Delayed embryonic development","268656"
"Sptlc2","Outcome","20773"
"Sptssa","Outcome|Viability Outcome|Free fatty acids|Sodium|Calcium|Glucose","104725"
"Sptssb","Glucose|Fasted blood glucose concentration|Coat - hair texture / appearance - abdomen","66183"
"Spty2d1","Viability Outcome","101685"
"Spx","Seminal vesicle|Neutrophil differential count|Lymphocyte differential count","319552"
"Spz1","Ovary|Heart|Kidney|Difference in Context and Conditioning Baseline % Freezing|Skin|Red blood cell distribution width|Urinary bladder|Spleen|Difference in Conditioning Post-shock and Conditioning Baseline % Freezing|Cue Baseline % Freezing Time|Lens Opacity","79401"
"Sqle","Viability Outcome","20775"
"Sqor","Alkaline phosphatase|Glucose","59010"
"Sqstm1","Bone marrow - MPATH process term|Testes - MPATH process term","18412"
"Sra1","Uterus|Bone Mineral Content (excluding skull)|Optic Disc|Bone Area|Skull shape|% Pre-pulse inhibition - PPI4|Kidney|Whole arena average speed","20430"
"Sra1","Uterus|Bone Mineral Content (excluding skull)|Optic Disc|Bone Area|Skull shape|% Pre-pulse inhibition - PPI4|Kidney|Whole arena average speed","24068"
"Srbd1","Outcome|Side changes|Contact righting|Viability Outcome|Forelimb and hindlimb grip strength measurement mean|Coat - color - abdomen|Limb grasp","78586"
"Srcap","Mean cell hemoglobin concentration|Glucose|Body length|Creatine kinase|Alanine aminotransferase|Triglycerides|Aspartate aminotransferase|Limb coat/hair presence|Platelet count","100043597"
"Srcin1","Heart weight","56013"
"Srd5a2","Cue Baseline % Freezing Time|Spleen|Latency to first transition into dark|Skin","94224"
"Srd5a3","Tail bud morphology|Embryo Size|Delayed embryonic development|Embryo turning|Viability Outcome|Outcome|6kHz-evoked ABR Threshold","57357"
"Srebf2","Lean mass","20788"
"Srek1","Heart weight|Viability Outcome","218543"
"Srp9","Viability Outcome|Fasted blood glucose concentration|Outcome|Forelimb and hindlimb grip strength measurement mean","27058"
"Srpk3","Forelimb and hindlimb grip strength normalised against body weight|Large intestine|Forelimb and hindlimb grip strength measurement mean|Neutrophil cell count","56504"
"Srprb","Viability Outcome|Outcome|Creatinine","20818"
"Srrm4","LDL-cholesterol|Tremor|Viability Outcome|Free fatty acids|Iron","68955"
"Srsf11","Outcome|Response amplitude - S","69207"
"Srsf4","Viability Outcome","57317"
"Srsf5","Viability Outcome|Distance travelled - total|Embryo Size|Periphery average speed|Whole arena resting time|Whole arena average speed","20384"
"Srsf6","Embryo Size|Viability Outcome","67996"
"Srsf7","Mean corpuscular hemoglobin|Viability Outcome","225027"
"Srsf9","Number of rears - total|Forelimb grip strength normalised against body weight|Forelimb grip strength measurement mean|Center distance travelled","108014"
"Ssbp1","Viability Outcome","381760"
"Ssbp2","Fat/Body weight|Epididymis|Number of rears - total|Body length|Forelimb and hindlimb grip strength measurement mean|Heart|Total cholesterol|Bone Mineral Content (excluding skull)|Eye with optic nerve|Response amplitude - S|Lean/Body weight|Brain weight|Pupil Light Response","66970"
"Ssc4d","HR","109267"
"Ssh1","Forelimb and hindlimb grip strength measurement mean","231637"
"Sspn","Initial response to glucose challenge|White blood cell count","16651"
"Sspo","Sternum|Eye with optic nerve|Basophil cell count|Uterus","243369"
"Ssr1","Edema|Delayed embryonic development|Microphthalmia|Placenta Size|Viability Outcome|Liver|Placenta Vasculature|Kidney|Placenta Morphology|Blood Vessel Morphology","107513"
"Sst","Alkaline phosphatase|Periphery average speed|Response amplitude - S|Albumin|Bone Mineral Content (excluding skull)|Area under glucose response curve|Alpha-amylase|Iron|Fat mass|Lean mass|HDL-cholesterol","20604"
"Sstr2","Eye with optic nerve|Uterus|Spleen|Heart|Skin|Initial response to glucose challenge|Kidney","20606"
"Sstr4","Initial response to glucose challenge","20608"
"Sstr5","Response amplitude - S|Total cholesterol|Difference in Context and Conditioning Baseline % Freezing|Insulin","20609"
"Ssu72","Area under glucose response curve|Light side time spent|Dark side time spent|Viability Outcome","68991"
"Ssx2ip","Forelimb grip strength measurement mean|Forelimb and hindlimb grip strength measurement mean|Whole arena resting time|Forelimb and hindlimb grip strength normalised against body weight","99167"
"St14","Pallor|Outcome|Embryo Size|Placenta Size|Pale Liver|Eye Morphology|Delayed embryonic development|Viability Outcome|Pale yolk sac|Liver Size|Limb Bud Morphology","19143"
"St18","Liver - MPATH process term","240690"
"St6gal2","Latency to center entry","240119"
"St6galnac3","Forelimb and hindlimb grip strength normalised against body weight|Forelimb grip strength measurement mean|Lens Opacity|Forelimb and hindlimb grip strength measurement mean|Forelimb grip strength normalised against body weight","20447"
"St7","Periphery distance travelled|Distance travelled - total|Percent time in light|Whole arena average speed|Whole arena resting time|Percent time in dark|Periphery average speed|Center average speed","64213"
"St8sia6","Spleen|Lens Opacity","241230"
"Stag1","Hemoglobin|Spleen|Uterus|Kidney|Cleft Palate|Craniofacial morphology|Placenta Morphology|Placenta Vasculature|Microphthalmia|Urinary bladder|Edema|Mean cell volume|Delayed embryonic development|Viability Outcome","20842"
"Stag1","Hemoglobin|Spleen|Uterus|Kidney|Cleft Palate|Craniofacial morphology|Placenta Morphology|Placenta Vasculature|Microphthalmia|Urinary bladder|Edema|Mean cell volume|Delayed embryonic development|Viability Outcome","65112"
"Stag3","BMC/Body weight|Bone Mineral Density (excluding skull)|Fat/Body weight|Testes|Gross Findings Female|Bone Area|Forelimb and hindlimb grip strength normalised against body weight|Gross Findings Male|Lean/Body weight|Mean corpuscular hemoglobin|HDL cholesterol|Bone Mineral Content (excluding skull)","50878"
"Stambp","Viability Outcome","70527"
"Stap1","Gross Findings Male","56792"
"Stard10","Mean platelet volume|Tibia|Locomotor activity","56018"
"Stard13","Lymph node - MPATH process term","243362"
"Stard5","Lymph node - MPATH process term","170460"
"Stard7","Albumin","99138"
"Stard8","Hematocrit|Mean cell hemoglobin concentration|Forelimb grip strength normalised against body weight|Bone Mineral Density (excluding skull)|Forelimb grip strength measurement mean","236920"
"Stat1","Mean cell volume|% Freezing duration pre-cue-2|Lymphocyte cell count|Contact righting|Lymphocyte differential count|Bone Mineral Density (excluding skull)|Lymph node|% Pre-cue freezing total|Gait|Basophil differential count|Neutrophil differential count","20846"
"Stat2","Fructosamine","20847"
"Stat4","Lens Opacity|% Pre-pulse inhibition - PPI3|Kidney|Neutrophil differential count|Corneal opacity","20849"
"Stau2","Fat mass|BMC/Body weight|Difference in Context and Conditioning Baseline % Freezing|Hemoglobin|Difference in Cue Tone and Cue Baseline % Freezing|Bone Mineral Content (excluding skull)|Monocyte differential count|Lean mass|Red blood cell count|Fat/Body weight|Hematocrit|Bone Mineral Density (excluding skull)|Alkaline phosphatase|Latency to first transition into dark|Lean/Body weight|Monocyte cell count","29819"
"Stbd1","% Pre-pulse inhibition - Global|% Pre-pulse inhibition - PPI4|% Pre-pulse inhibition - PPI3|QRS","52331"
"Steap2","Periphery average speed|Whole arena average speed|Fat/Body weight|Distance travelled - total|Periphery distance travelled|Time mobile light side|Whole arena resting time|Fat mass|Bone Area","74051"
"Steap3","Periphery average speed|Area under glucose response curve|Whole arena average speed|Periphery distance travelled|Distance travelled - total|Whole arena resting time|Heart weight|Response amplitude - S","68428"
"Stim1","Kidney|Eye with optic nerve|Heart|Spleen|Viability Outcome|Lymph node|Placenta Vasculature|Lens Opacity|Skin|Alkaline phosphatase|Cue Baseline % Freezing Time|Microphthalmia","20866"
"Stim2","Lean mass|30kHz-evoked ABR Threshold|Fat mass|% Pre-pulse inhibition - PPI3|Response amplitude - S|Lean/Body weight|Pupil Light Response|Lens Opacity|Fasted blood glucose concentration","116873"
"Stimate","Phosphorus","69179"
"Sting1","Heart|Gross Findings Female","72512"
"Stk11ip","Viability Outcome|Outcome","71728"
"Stk16","HDL-cholesterol|Mean corpuscular hemoglobin|Response amplitude - S|Hemoglobin|Spinal cord|Glucose|Red blood cell count","20872"
"Stk26","Adrenal gland|Kidney|Thyroid|Pancreas|Mean platelet volume|Monocytes|Creatinine|Cervical processes|Albumin|NKT Cells (panel B)|Alanine aminotransferase","70415"
"Stk3","Gait|Tremor","26448"
"Stk3","Gait|Tremor","56274"
"Stk3","Gait|Tremor","64293"
"Stk3","Gait|Tremor","320795"
"Stk31","Initial response to glucose challenge","77485"
"Stk32a","Liver - MPATH diagnostic term|Liver - MPATH process term","269019"
"Stk32c","Limb grasp","57740"
"Stk33","Lean mass|Gross Findings Male","117229"
"Stk35","Vocalization|Distance travelled - total|Forelimb and hindlimb grip strength measurement mean|Periphery average speed|Whole arena resting time|Center distance travelled|Whole arena average speed","67333"
"Stk36","% Pre-pulse inhibition - Global|Glucose|Center distance travelled|% Pre-pulse inhibition - PPI1","269209"
"Stk38","24kHz-evoked ABR Threshold|Viability Outcome|30kHz-evoked ABR Threshold","106504"
"Stmn2","Spontaneous movement|Lean mass|Distance travelled - total|Responsive to tactile stimuli|Fat/Body weight|Whole arena average speed","20257"
"Stmn3","Lean/Body weight|Lean mass","20262"
"Stom","Mean platelet volume","13830"
"Stoml1","Optic Disc|Retinal Blood Vessels Structure|Retinal Blood Vessels","69106"
"Stoml2","Gross Findings Male|% Pre-pulse inhibition - Global|% Pre-pulse inhibition - PPI1|Whole arena resting time","66592"
"Stox2","Heart weight|Viability Outcome|Fasted blood glucose concentration|Retina (combined)","71069"
"Stpg4","Small intestine","75467"
"Stra6l","Corneal opacity","74152"
"Stradb","Mean cell volume|12kHz-evoked ABR Threshold|Cholesterol ratio","227154"
"Strbp","Respiratory Exchange Ratio|Response amplitude - S|Startle response|Total food intake|Percentage center movement time|Body length|Albumin|Number of rears - total|% Pre-pulse inhibition - Global|% Pre-pulse inhibition - PPI3|Gait|Center permanence time|Whole arena resting time|% Pre-pulse inhibition - PPI4|Number of center entries|Left total retinal thickness|Mean platelet volume|Percentage center time|Alpha-amylase|Activity (body position)|Right total retinal thickness|Center resting time|Periphery resting time|Latency to center entry|% Pre-pulse inhibition - PPI1|Trunk curl|Mean cell volume|Center distance travelled|Unexpected behaviors|HR","20744"
"Strip2","Pancreas|Seminal vesicle|Difference in Context and Conditioning Baseline % Freezing","320609"
"Strn3","Hemorrhage|Edema|Percentage center time|Center permanence time|Insulin|Glucose|Viability Outcome|Periphery permanence time","94186"
"Strn4","Retina (combined)|Right total retinal thickness|Periphery permanence time|Retinal Blood Vessels Pattern|Spontaneous movement|Left total retinal thickness","97387"
"Stt3b","Viability Outcome","68292"
"Stx11","Kidney|Urea (Blood Urea Nitrogen - BUN)|Heart|Heart weight","74732"
"Stx16","Fat/Body weight|Center distance travelled|Percentage center time|Time mobile dark side|Insulin|Whole arena resting time|Total holepokes|Lean/Body weight|Sleep dark phase percent|Periphery permanence time|Center permanence time","228960"
"Stx18","Outcome|Glucose|Viability Outcome|Alkaline phosphatase","71116"
"Stx19","Insulin|Average duration|Glucose","68159"
"Stx1a","Left total retinal thickness|Forelimb and hindlimb grip strength normalised against body weight|Right total retinal thickness","20907"
"Stx2","Gross Findings Male","13852"
"Stx3","Forelimb and hindlimb grip strength normalised against body weight|Fat/Body weight|Forelimb and hindlimb grip strength measurement mean|Viability Outcome|Outcome","20908"
"Stx4a","Forelimb and hindlimb grip strength measurement mean|Forelimb and hindlimb grip strength normalised against body weight","20909"
"Stx5a","Vitreous|Optic Disc|Viability Outcome|Persistence of hyaloid vascular system|Retinal Blood Vessels|Retina (combined)|Retinal Blood Vessels Pattern","56389"
"Stx6","Gait|Vibrissae - appearance|Glucose|Urea (Blood Urea Nitrogen - BUN)|Percentage center movement time|Alkaline phosphatase|Total cholesterol|Area under glucose response curve|Periphery resting time|RR|Whole arena resting time","58244"
"Stx7","Glycosilated hemoglobin A1c (HbA1c)|Albumin|Thymus|Large Unstained Cell (LUC) count|Heart weight|Large Unstained Cell (LUC) differential count|Lactate dehydrogenase|Spleen weight|Eosinophil cell count|% Pre-pulse inhibition - PPI2|Creatine kinase|Alanine aminotransferase","53331"
"Stxbp1","Dark side time spent|Viability Outcome|Percent time in dark|Center permanence time|Light side time spent|Percent time in light|Periphery permanence time|Percentage center time|Time mobile dark side|Time mobile light side","20910"
"Stxbp4","Calcium","20913"
"Stxbp5","Gait|Viability Outcome|Kidney","78808"
"Styxl1","Gross Findings Male","76571"
"Suclg1","Outcome","56451"
"Suclg2","Percentage center time|Periphery average speed|Percentage center movement time|Number of center entries|Eye with optic nerve|Center distance travelled|Distance travelled - total|Center permanence time|Calcium|Periphery permanence time|Whole arena average speed","20917"
"Sufu","Midbrain|Lymph node|Forebrain|Delayed embryonic development|Pale Liver|Embryo Size|Response amplitude - S|Outcome|Liver Size|Neural tube closure|Pallor|Stomach|Hindbrain|Fat/Body weight|Pale yolk sac|Eye Morphology|Placenta Size|Limb Bud Morphology","24069"
"Sugp1","Uterus|Liver|Spleen|Edema|Lymph node|Kidney|Lymphocyte cell count|Delayed embryonic development|White blood cell count|Viability Outcome|Ovary","70616"
"Sugt1","Outcome|Viability Outcome","67955"
"Sult1b1","Hemoglobin","56362"
"Sult1c1","White blood cell count|Urea (Blood Urea Nitrogen - BUN)","20888"
"Sult1c1","White blood cell count|Urea (Blood Urea Nitrogen - BUN)","69083"
"Sumf1","Heart|Viability Outcome","58911"
"Sumo1","Heart|Number of center entries|Hemoglobin|Viability Outcome","22218"
"Sun1","Uterus|Left total retinal thickness|% Pre-pulse inhibition - Global|Albumin|30kHz-evoked ABR Threshold|Left outer nuclear layer|White blood cell count|Lymphocyte cell count|12kHz-evoked ABR Threshold|6kHz-evoked ABR Threshold|Testes|Gross Findings Female|Right total retinal thickness|% Pre-pulse inhibition - PPI2|Phosphorus|Response amplitude - S|% Pre-pulse inhibition - PPI4|% Freezing duration context-2|% Pre-pulse inhibition - PPI3|Right outer nuclear layer|HR|Startle response|Context freezing total|Gross Findings Male|18kHz-evoked ABR Threshold|% Freezing duration habituation-1|% Context freezing total|24kHz-evoked ABR Threshold|Creatinine|Left vitreous humour thickness","77053"
"Sun2","Bone Area|Lean/Body weight","223697"
"Sun5","Gross Findings Male|Spleen|Eye with optic nerve|Liver|Platelet count|Testes|Lymph node|Center resting time","76407"
"Suox","Lean mass|Lean/Body weight","211389"
"Supt3","Calcium|Viability Outcome","109115"
"Supt4a","Percentage center time|Periphery permanence time|Outcome|Distance travelled - total|Mean corpuscular hemoglobin|Percentage center movement time|Center distance travelled|Center permanence time|Mean cell hemoglobin concentration|Periphery resting time","20922"
"Supt5","Insulin|Viability Outcome|Transitional vertebrae","20924"
"Supv3l1","Viability Outcome","338359"
"Surf4","Center permanence time|Percentage center time|Area under glucose response curve|Number of rears - total|Periphery permanence time|Viability Outcome","20932"
"Susd1","Spleen weight|Mean cell volume|Red blood cell distribution width|Skin color - tail|Mean corpuscular hemoglobin","634731"
"Susd6","Fat/Body weight|Spleen|Monocyte differential count|Lymphocyte differential count|HDL-cholesterol|Fructosamine|Neutrophil differential count|Body weight|Platelet count|Iron","217684"
"Suv39h2","LVAWd","64707"
"Svep1","Limb morphology|Edema|Hemoglobin|Corneal deposits|Eyelid morphology|Pupil Light Response|Phosphorus|Bulging eye|Narrow eye opening|Skin Appearance|Tail Morphology|Eyelid closure|Hematocrit|Iris Pigmentation|Viability Outcome|Red blood cell count|Iris transilumination|Area under glucose response curve","64817"
"Svop","Contact righting|Gait","68666"
"Svopl","Center distance travelled","320590"
"Svs2","PBS Inspiratory time|Insulin|12.5 Mch Inspiratory time","53878"
"Sybu","Uterus|Total holepokes|Spleen weight|Hemoglobin","319613"
"Syce1","Initial response to glucose challenge|Fasted blood glucose concentration|Gross Findings Male|Body weight|Percent time in dark|RR|Dark side time spent|Gross Findings Female|Forelimb grip strength normalised against body weight|Limb grasp|Lens|Percent time in light|Forelimb and hindlimb grip strength normalised against body weight|Light side time spent|Sleep bout lengths mean|Time mobile light side|Area under glucose response curve","74075"
"Syce1l","Urea (Blood Urea Nitrogen - BUN)|Fasted blood glucose concentration|Free fatty acids|Sodium","668110"
"Syce2","Testis - MPATH pathological process term|Epididymis - MPATH pathological process term|Fat/Body weight|Lean mass|Gross Findings Female|Bone Mineral Content (excluding skull)|Fat mass|Lean/Body weight|Ovary - MPATH pathological process term|BMC/Body weight|Bone Mineral Density (excluding skull)|Total protein|Gross Findings Male|Forelimb grip strength normalised against body weight|Conditioning Baseline % Freezing Time","71846"
"Sycp2","Testes","320558"
"Sycp3","RR|Center average speed|Side changes","20962"
"Syde1","Persistence of hyaloid vascular system","71709"
"Syk","Forelimb grip strength normalised against body weight|Lean/Body weight|Forelimb and hindlimb grip strength normalised against body weight|Fat/Body weight","20963"
"Syn3","Percent time in dark|Time mobile light side|Percent time in light|Forelimb and hindlimb grip strength measurement mean|Bone Mineral Content (excluding skull)|Bone Mineral Density (excluding skull)|Forelimb grip strength measurement mean|Body length|Bone Area|Average duration","27204"
"Syncrip","Number of center entries|Forelimb and hindlimb grip strength normalised against body weight|BMC/Body weight|Periphery permanence time|Response amplitude - S|Percentage center movement time|Alkaline phosphatase|Whole arena average speed|Distance travelled - total|Center distance travelled|Center permanence time|Percentage center time|Mean platelet volume|Periphery average speed","56403"
"Syndig1l","Mean cell hemoglobin concentration|Cholesterol ratio","627191"
"Syngr3","Spleen weight","20974"
"Synj1","Monocyte differential count|Viability Outcome|Neutrophil differential count|Red blood cell distribution width|Lymphocyte differential count|Monocyte cell count|Persistence of hyaloid vascular system|Tremor","104015"
"Synm","Vocalization","233335"
"Synpo2","Viability Outcome|Lymphocyte cell count|White blood cell count","118449"
"Synrg","HR","217030"
"Sypl","Testis - MPATH pathological entity term|Locomotor activity|Testis - MPATH pathological process term|Gross Findings Male|Fasted blood glucose concentration|Skull shape","19027"
"Syt1","Calcium|Mean cell hemoglobin concentration|LDL-cholesterol|Viability Outcome|Fat/Body weight|Red blood cell count","20979"
"Syt14","Bone Mineral Density (excluding skull)","329324"
"Syt16","Lean mass|Fat mass","238266"
"Syt17","Tibia length|50 Mch Expiratory time|25 Mch Peak Inspiratory Flow|PBS Inspiratory time|PBS Expiratory time|PBS Frequency of breathing","110058"
"Syt4","Center resting time|Fructosamine|Center average speed|Gait|Albumin|Periphery distance travelled|Whole arena resting time|Urea (Blood Urea Nitrogen - BUN)|Distance travelled - total|Whole arena average speed|Hemoglobin|Glucose|Periphery average speed","20983"
"Syt7","Platelet count","54525"
"Syt9","Red blood cell distribution width|Brain|Platelet count","60510"
"Sytl3","Magnesium|Lean/Body weight|Total cholesterol|Glycerol|Fat mass|HDL-cholesterol|Fat/Body weight|Lean mass|Hemoglobin|Albumin","83672"
"Sytl4","Initial response to glucose challenge|Area under glucose response curve|Response amplitude - S","27359"
"Szrd1","Fat mass|Fat/Body weight|Lean/Body weight|Body length","213491"
"Taar3","Brain","493809"
"Taar6","12.5 Mch Enhanced pause|PBS Enhanced pause|baseline Expiratory time|baseline Frequency of breathing","215855"
"Taar8b","Spleen|Skin|Lens Opacity|Liver","382348"
"Taar8c","Eye with optic nerve|Skin|Lens Opacity|Liver","494546"
"Tacc1","Response amplitude - S","320165"
"Taco1","Forelimb grip strength measurement mean|Heart weight|Viability Outcome|Synechia|Skin texture - whole body","70207"
"Tacr3","Forelimb and hindlimb grip strength measurement mean|Gross Findings Female|Cornea","21338"
"Tacstd2","Cue Baseline % Freezing Time|Testes|Eye with optic nerve|Total holepokes","56753"
"Tada1","Viability Outcome|Body length|Outcome","27878"
"Tada2a","Triglycerides","217031"
"Taf11","Viability Outcome|Fat mass|Lean/Body weight|Creatinine|Fat/Body weight|Bone Area|Lean mass","68776"
"Taf12","Neural tube closure|Hindbrain|Total holepokes|% Pre-pulse inhibition - PPI3|Neural tube morphology|Periphery permanence time|Viability Outcome","66464"
"Taf13","Outcome|Viability Outcome","99730"
"Taf2","Center resting time|Tibia length|Cholesterol ratio|Viability Outcome|HDL-cholesterol","21343"
"Taf2","Center resting time|Tibia length|Cholesterol ratio|Viability Outcome|HDL-cholesterol","24074"
"Taf2","Center resting time|Tibia length|Cholesterol ratio|Viability Outcome|HDL-cholesterol","24075"
"Taf2","Center resting time|Tibia length|Cholesterol ratio|Viability Outcome|HDL-cholesterol","66464"
"Taf2","Center resting time|Tibia length|Cholesterol ratio|Viability Outcome|HDL-cholesterol","74469"
"Taf2","Center resting time|Tibia length|Cholesterol ratio|Viability Outcome|HDL-cholesterol","108143"
"Taf2","Center resting time|Tibia length|Cholesterol ratio|Viability Outcome|HDL-cholesterol","319944"
"Taf5","Fat/Body weight|Viability Outcome","226182"
"Taf6","Outcome|Left total retinal thickness|Lean mass|Right total retinal thickness|Spleen weight","21343"
"Taf8","Uterus|Outcome|Viability Outcome","63856"
"Taf9b","Heart|Spleen weight","407786"
"Tafa1","Time mobile light side|Forelimb and hindlimb grip strength normalised against body weight|Forelimb and hindlimb grip strength measurement mean|Forelimb grip strength measurement mean|Forelimb grip strength normalised against body weight","320265"
"Tafa2","Fasted blood glucose concentration|Tremor","268354"
"Tafa3","Eye with optic nerve|Bone Area|Body length|Creatinine|Bone Mineral Content (excluding skull)|BMC/Body weight|Center resting time","329731"
"Tafa4","Mean cell volume|Total holepokes|RR","320701"
"Tagap1","Lens Opacity|Total cholesterol|Basophil differential count|Eosinophil cell count|Triglycerides|Basophil cell count|Urea (Blood Urea Nitrogen - BUN)","380608"
"Tagln2","Red blood cell distribution width|Number of rears - total|Conditioning Baseline % Freezing Time","21346"
"Tanc1","Skin|Urinary bladder","66860"
"Tanc2","Whole arena average speed|Forelimb and hindlimb grip strength normalised against body weight|Locomotor activity|Forelimb grip strength normalised against body weight|% Pre-pulse inhibition - PPI1|Activity (body position)|Fat/Body weight|Fasted blood glucose concentration|Periphery average speed|Distance travelled - total|% Pre-pulse inhibition - PPI3|Respiratory Exchange Ratio","77097"
"Tango2","Response amplitude - S","27883"
"Tango6","Viability Outcome|Outcome|Eye with optic nerve","272538"
"Taok2","LVAWd","381921"
"Taok3","Percentage center time|Periphery permanence time|Center permanence time|Vocalization|Coat - color - abdomen|Center distance travelled|Time mobile light side","330177"
"Tap1","HR|Response amplitude - S|Urea (Blood Urea Nitrogen - BUN)|Forelimb grip strength measurement mean","21354"
"Tapbpl","LDL-cholesterol","213233"
"Tarbp1","Skin color - tail","212728"
"Tardbp","Urea (Blood Urea Nitrogen - BUN)|Basophil differential count|Startle response|Neutrophil cell count|Neutrophil differential count|Lymphocyte differential count|Mean platelet volume|Fasted blood glucose concentration|Outcome|Viability Outcome","230908"
"Tars2","Outcome|Viability Outcome","71807"
"Tas2r102","Adrenal gland|% Pre-pulse inhibition - PPI3","387339"
"Tas2r103","Periphery permanence time|Percentage center time|Center permanence time","667992"
"Tas2r116","HRV|Center permanence time|Center distance travelled|Center resting time|Percentage center movement time|Periphery permanence time|Percentage center time","112408"
"Tas2r119","Body Temp","57254"
"Tas2r131","Spleen|Skin color - tail","387356"
"Tas2r138","Limb grasp","387513"
"Tas2r139","Center resting time|Seminal vesicle|Testes|Spleen|Fat mass","353148"
"Tasor","Center distance travelled|Red blood cell distribution width|24kHz-evoked ABR Threshold|Number of center entries|Outcome","218850"
"Tasor2","% Pre-pulse inhibition - PPI1|Response amplitude - S|% Pre-pulse inhibition - PPI2|% Pre-pulse inhibition - PPI3","105203"
"Tat","Whole arena resting time|Retinal Blood Vessels Pattern|Persistence of hyaloid vascular system|Viability Outcome|Center distance travelled|RR|Periphery average speed|Distance travelled - total|Forelimb grip strength normalised against body weight|Whole arena average speed|Periphery distance travelled|HR|Retina (combined)","234724"
"Tatdn2","Outcome|Left total retinal thickness|Right total retinal thickness","381801"
"Tatdn3","Urea (Blood Urea Nitrogen - BUN)|Bone Mineral Content (excluding skull)|Creatinine|Bone Mineral Density (excluding skull)|Lean mass|Fat mass","68972"
"Tax1bp3","Viability Outcome","76281"
"Tbc1d16","Bone Mineral Density (excluding skull)|Bone Mineral Content (excluding skull)|BMC/Body weight","207592"
"Tbc1d20","Albumin|Skin|Insulin|Gross Findings Male|Alkaline phosphatase","67231"
"Tbc1d21","Gross Findings Male|Response amplitude - S","74286"
"Tbc1d22a","Red blood cell distribution width|Triglycerides|Free fatty acids|Platelet count|Mean platelet volume|Aspartate aminotransferase|Glucose|Alkaline phosphatase|Alanine aminotransferase|Fructosamine|Alpha-amylase","223754"
"Tbc1d24","% Pre-pulse inhibition - PPI1|HR","224617"
"Tbc1d30","Whole arena resting time|Center distance travelled|Lean/Body weight|Coat - hair distribution - back|Periphery average speed|Center permanence time|Distance travelled - total|Total holepokes|Whole arena average speed|Time mobile dark side|Periphery permanence time|Periphery distance travelled|Percentage center time","74694"
"Tbc1d4","Lean/Body weight|Hemoglobin|Bone Area|Lens|Bone Mineral Density (excluding skull)|Bone Mineral Content (excluding skull)|White blood cell count|BMC/Body weight|Mean cell volume|Red blood cell count","210789"
"Tbc1d5","Persistence of hyaloid vascular system","72238"
