"marker_symbol","impc_significant_procedure_name","gene_id"
"Rtraf","Viability E12.5 Secondary Screen|Hematology|Combined SHIRPA and Dysmorphology|Viability Primary Screen","68045"
"Rttn","Gross Morphology Embryo E9.5|Gross Pathology and Tissue Collection|Eye Morphology|Hematology|Viability E14.5-E15.5 Secondary Screen|Body Composition (DEXA lean/fat)","246102"
"Rufy1","Grip Strength|Body Composition (DEXA lean/fat)","216724"
"Rufy2","Grip Strength|Clinical Chemistry|Intraperitoneal glucose tolerance test (IPGTT)","70432"
"Rufy3","Viability Primary Screen|Gross Pathology and Tissue Collection","52822"
"Rufy4","Gross Pathology and Tissue Collection","435626"
"Rundc1","Clinical Chemistry|Body Composition (DEXA lean/fat)|Grip Strength|Viability Primary Screen","217201"
"Rundc3a","Electrocardiogram (ECG)","51799"
"Runx1t1","Hematology|Clinical Chemistry|Viability Primary Screen","12395"
"Runx3","Combined SHIRPA and Dysmorphology|Viability Primary Screen","12399"
"Rusc1","Body Composition (DEXA lean/fat)|Hematology|Eye Morphology","72296"
"Rusc2","Viability Primary Screen","100213"
"Rwdd1","Body Composition (DEXA lean/fat)|Clinical Chemistry|Hematology|Eye Morphology","66521"
"Rwdd2a","Body Composition (DEXA lean/fat)|Intraperitoneal glucose tolerance test (IPGTT)","69519"
"Rwdd3","Open Field|Grip Strength|Acoustic Startle and Pre-pulse Inhibition (PPI)|Viability Primary Screen","66568"
"Rxfp2","Clinical Chemistry|Hematology|Body Composition (DEXA lean/fat)|Eye Morphology|Fertility of Homozygous Knock-out Mice","140498"
"Rxfp3","Eye Morphology|Echo","239336"
"Rxfp4","Intraperitoneal glucose tolerance test (IPGTT)","242093"
"Rxylt1","Combined SHIRPA and Dysmorphology|Open Field - centre start|Viability Primary Screen","60455"
"Rxylt1","Combined SHIRPA and Dysmorphology|Open Field - centre start|Viability Primary Screen","216395"
"Ryr1","Organ Weight|Viability Primary Screen|Indirect Calorimetry","20190"
"Ryr2","Clinical Chemistry|Viability Primary Screen","20191"
"S100a14","Hematology|Histopathology","20195"
"S100a14","Hematology|Histopathology","66166"
"S100a16","Gross Morphology Embryo E18.5|Gross Morphology Placenta E18.5|Viability Primary Screen","67860"
"S100a3","Gross Pathology and Tissue Collection|Open Field|Hematology|Eye Morphology","20197"
"S100a6","Viability Primary Screen","20200"
"S1pr3","Combined SHIRPA and Dysmorphology|Fertility of Homozygous Knock-out Mice|Eye Morphology|Heart Weight","13610"
"Saa3","Organ Weight","20210"
"Sacm1l","Viability E12.5 Secondary Screen|Gross Pathology and Tissue Collection|Viability E9.5 Secondary Screen|Viability Primary Screen","83493"
"Sacs","Histopathology|Gross Pathology and Tissue Collection|Hematology|X-ray","50720"
"Safb2","Body Composition (DEXA lean/fat)|Light-Dark Test|Open Field - centre start|Grip Strength|Viability Primary Screen","224902"
"Sag","Body Composition (DEXA lean/fat)|Clinical Chemistry|Eye Morphology","20215"
"Samd11","Open Field - centre start|Combined SHIRPA and Dysmorphology|Light-Dark Test","231004"
"Samd3","Hematology|Body Composition (DEXA lean/fat)","268288"
"Samd7","Combined SHIRPA and Dysmorphology|Eye Morphology","75953"
"Sap130","Intraperitoneal glucose tolerance test (IPGTT)|Indirect Calorimetry|Hematology","269003"
"Sap18","Open Field - centre start|Viability Primary Screen|Viability E9.5 Secondary Screen","20220"
"Sapcd1","Intraperitoneal glucose tolerance test (IPGTT)","78376"
"Sar1b","Viability Primary Screen|Histopathology","66397"
"Saraf","Light-Dark Test","67887"
"Sarnp","Clinical Chemistry|Eye Morphology","66118"
"Sars","Grip Strength|Viability E9.5 Secondary Screen|Eye Morphology|Viability Primary Screen","20226"
"Sart1","Viability Primary Screen|Light-Dark Test|Open Field - centre start","20227"
"Sash1","Acoustic Startle and Pre-pulse Inhibition (PPI)|Gross Morphology Embryo E18.5|Body Composition (DEXA lean/fat)|Organ Weight","70097"
"Satb1","Auditory Brain Stem Response|Open Field - centre start|Immunophenotyping|Body Composition (DEXA lean/fat)|Eye Morphology|Viability Primary Screen|Combined SHIRPA and Dysmorphology","20230"
"Satb2","Gross Morphology Embryo E14.5-E15.5|Clinical Chemistry|Hematology|Gross Pathology and Tissue Collection|Open Field","212712"
"Saxo1","Open Field|Body Composition (DEXA lean/fat)","75811"
"Sbf1","Gross Pathology and Tissue Collection|Fertility of Homozygous Knock-out Mice","77980"
"Sbk1","Combined SHIRPA and Dysmorphology|Grip Strength|Body Composition (DEXA lean/fat)","104175"
"Sbk2","Clinical Chemistry|Eye Morphology","381836"
"Sbno1","Viability E9.5 Secondary Screen|X-ray|Viability Primary Screen|Combined SHIRPA and Dysmorphology|Hematology|Viability E12.5 Secondary Screen","243272"
"Sbsn","Gross Pathology and Tissue Collection|X-ray|Heart Weight|Clinical Chemistry","282619"
"Sbspon","Immunophenotyping|Gross Pathology and Tissue Collection","226866"
"Scaf11","Clinical Chemistry|Hematology|X-ray|Body Composition (DEXA lean/fat)","72193"
"Scamp2","Auditory Brain Stem Response|Clinical Chemistry|Acoustic Startle and Pre-pulse Inhibition (PPI)|Intraperitoneal glucose tolerance test (IPGTT)|Eye Morphology","24044"
"Scamp5","Viability Primary Screen|Urinalysis|Open Field - centre start|Light-Dark Test|Sleep Wake","56807"
"Scaper","Viability Primary Screen|Clinical Chemistry|Grip Strength|Intraperitoneal glucose tolerance test (IPGTT)|Hematology|Fertility of Homozygous Knock-out Mice","244891"
"Scarb1","Body Composition (DEXA lean/fat)|Echo|Clinical Chemistry|Gross Pathology and Tissue Collection|Electrocardiogram (ECG)|Open Field - centre start","20778"
"Scarb2","Gross Pathology and Tissue Collection|Hematology|Body Composition (DEXA lean/fat)|Intraperitoneal glucose tolerance test (IPGTT)|Combined SHIRPA and Dysmorphology|Histopathology|Grip Strength|Clinical Chemistry","12492"
"Scarf2","Hematology|X-ray|Insulin Blood Level","224024"
"Scarf2","Hematology|X-ray|Insulin Blood Level","494124"
"Scart2","Combined SHIRPA and Dysmorphology|Gross Pathology and Tissue Collection","244234"
"Sccpdh","Combined SHIRPA and Dysmorphology|Fertility of Homozygous Knock-out Mice","109232"
"Scd3","Electrocardiogram (ECG)","30049"
"Scfd1","Viability E9.5 Secondary Screen|Light-Dark Test|Eye Morphology","76983"
"Scfd2","Viability Primary Screen","212986"
"Scg2","Body Composition (DEXA lean/fat)|Open Field - centre start|Acoustic Startle and Pre-pulse Inhibition (PPI)","20254"
"Scg3","Open Field - centre start","20255"
"Scg5","Hematology|Open Field|Gross Pathology and Tissue Collection|Eye Morphology","20394"
"Scgb1c1","Grip Strength","338417"
"Scin","Gross Pathology and Tissue Collection|Clinical Chemistry|Open Field","20259"
"Sclt1","Clinical Chemistry|Gross Pathology and Tissue Collection","67161"
"Scmh1","Gross Pathology and Tissue Collection","29871"
"Scml2","Gross Pathology and Tissue Collection|Grip Strength","107815"
"Scn1b","Hematology|Viability Primary Screen|X-ray|Clinical Chemistry","20266"
"Scn2b","Echo","72821"
"Scn3b","X-ray|Body Composition (DEXA lean/fat)|Clinical Chemistry","235281"
"Scn4a","Open Field|Viability Primary Screen|Clinical Chemistry","110880"
"Scn4b","Combined SHIRPA and Dysmorphology|Clinical Chemistry","399548"
"Scn8a","Organ Weight|Combined SHIRPA and Dysmorphology","20273"
"Scnn1b","X-ray|Viability Primary Screen","20277"
"Scrib","Gross Morphology Embryo E9.5|Gross Morphology Embryo E12.5|Body Composition (DEXA lean/fat)|Gross Morphology Embryo E14.5-E15.5|Gross Morphology Placenta E12.5|Grip Strength|X-ray","105782"
"Scube1","Fertility of Homozygous Knock-out Mice|Gross Pathology and Tissue Collection","64706"
"Scx","Insulin Blood Level|Viability Primary Screen","20289"
"Sdc1","Eye Morphology|Clinical Chemistry","20969"
"Sdc2","Eye Morphology|Clinical Chemistry|Echo|Hematology|Combined SHIRPA and Dysmorphology","15529"
"Sdc3","Body Composition (DEXA lean/fat)|Clinical Chemistry|Hematology|Combined SHIRPA and Dysmorphology","20970"
"Sdc4","Histopathology|Hematology|Eye Morphology|Indirect Calorimetry|Clinical Chemistry","20971"
"Sdf2l1","Grip Strength","64136"
"Sdha","Clinical Chemistry|Viability Primary Screen|Combined SHIRPA and Dysmorphology|Viability E9.5 Secondary Screen","66945"
"Sdhaf2","Viability E9.5 Secondary Screen|Viability Primary Screen","66072"
"Sdhaf3","Body Composition (DEXA lean/fat)|Acoustic Startle and Pre-pulse Inhibition (PPI)","71238"
"Sdhb","Open Field|Viability Primary Screen|Hematology|Clinical Chemistry","67680"
"Sdhc","Histopathology|Viability E12.5 Secondary Screen|Viability Primary Screen","66052"
"Sdr42e1","Combined SHIRPA and Dysmorphology|Eye Morphology","74032"
"Sdsl","Body Composition (DEXA lean/fat)","257635"
"Sebox","Intraperitoneal glucose tolerance test (IPGTT)|Clinical Chemistry","18292"
"Sec11c","Open Field|Body Composition (DEXA lean/fat)","66286"
"Sec13","Clinical Chemistry|Viability Primary Screen","110379"
"Sec14l1","Light-Dark Test|Open Field - centre start","74136"
"Sec14l5","X-ray","665119"
"Sec22b","Viability Primary Screen","20333"
"Sec23a","Histopathology","20334"
"Sec24a","Histopathology","77371"
"Sec24b","Open Field|Gross Morphology Embryo E14.5-E15.5|Eye Morphology|Combined SHIRPA and Dysmorphology","99683"
"Sec24d","Viability Primary Screen|Gross Pathology and Tissue Collection|Intraperitoneal glucose tolerance test (IPGTT)","69608"
"Sec31a","Viability E12.5 Secondary Screen|Viability E9.5 Secondary Screen|Intraperitoneal glucose tolerance test (IPGTT)|Grip Strength|Combined SHIRPA and Dysmorphology|Clinical Chemistry","69162"
"Sec31b","Body Composition (DEXA lean/fat)","240667"
"Sec61b","Gross Pathology and Tissue Collection|Open Field","66212"
"Sec62","Viability E9.5 Secondary Screen|Viability Primary Screen","69276"
"Sec63","Viability E9.5 Secondary Screen|Hematology|Combined SHIRPA and Dysmorphology|Viability Primary Screen|Viability E12.5 Secondary Screen|Grip Strength","140740"
"Secisbp2","Histopathology|Eye Morphology","75420"
"Secisbp2l","Body Composition (DEXA lean/fat)|Heart Weight|Clinical Chemistry|Auditory Brain Stem Response|Eye Morphology","70354"
"Seh1l","Viability Primary Screen","72124"
"Sel1l","Viability Primary Screen|X-ray","20338"
"Sel1l3","Combined SHIRPA and Dysmorphology|Body Composition (DEXA lean/fat)","231238"
"Selenbp1","Clinical Chemistry|Insulin Blood Level","20341"
"Selenok","Body Composition (DEXA lean/fat)|Clinical Chemistry|X-ray|Auditory Brain Stem Response","80795"
"Selenon","Histopathology","74777"
"Selenow","Clinical Chemistry|Hematology","20364"
"Sell","Organ Weight","20343"
"Sema3d","Viability Primary Screen","108151"
"Sema3e","Eye Morphology|Clinical Chemistry|Hematology|Combined SHIRPA and Dysmorphology","20349"
"Sema3f","Combined SHIRPA and Dysmorphology|Clinical Chemistry|Body Composition (DEXA lean/fat)|Eye Morphology|Acoustic Startle and Pre-pulse Inhibition (PPI)|Viability Primary Screen","20350"
"Sema4d","Open Field|Eye Morphology|Clinical Chemistry|Gross Pathology and Tissue Collection","20354"
"Sema6a","Viability Primary Screen","20358"
"Sema6c","Gross Pathology and Tissue Collection|Hematology","20360"
"Senp1","Clinical Chemistry","223870"
"Senp6","Clinical Chemistry|Hematology","215351"
"Senp7","Combined SHIRPA and Dysmorphology","66315"
"Senp8","Eye Morphology","71599"
"Sephs2","Gross Pathology and Tissue Collection|Viability Primary Screen|Open Field","20768"
"Sepsecs","Eye Morphology|Viability E9.5 Secondary Screen|Gross Pathology and Tissue Collection","211006"
"Septin10","Fertility of Homozygous Knock-out Mice|Viability Primary Screen|Grip Strength","103080"
"Septin11","Viability E12.5 Secondary Screen|Eye Morphology|Gross Morphology Embryo E9.5","52398"
"Septin3","Viability Primary Screen|Clinical Chemistry","24050"
"Septin5","Hematology|Electrocardiogram (ECG)|Intraperitoneal glucose tolerance test (IPGTT)|Viability Primary Screen|Body Composition (DEXA lean/fat)|Gross Pathology and Tissue Collection|X-ray","18951"
"Septin6","Body Composition (DEXA lean/fat)|Clinical Chemistry","56526"
"Serac1","Gross Pathology and Tissue Collection|Body Composition (DEXA lean/fat)|Open Field|Combined SHIRPA and Dysmorphology|Fear Conditioning","321007"
"Serf2","Acoustic Startle and Pre-pulse Inhibition (PPI)|Viability Primary Screen","378702"
"Serinc2","Intraperitoneal glucose tolerance test (IPGTT)","230779"
"Serinc3","Body Composition (DEXA lean/fat)|Clinical Chemistry|Auditory Brain Stem Response","26943"
"Serp2","Intraperitoneal glucose tolerance test (IPGTT)","72661"
"Serpina3c","Clinical Chemistry|Insulin Blood Level","16625"
"Serpina5","Clinical Chemistry|Gross Pathology and Tissue Collection|Fertility of Homozygous Knock-out Mice|Open Field|Light-Dark Test","268591"
"Serpina7","Electrocardiogram (ECG)","331535"
"Serpinb10","Gross Pathology and Tissue Collection","241197"
"Serpinb12","X-ray|Combined SHIRPA and Dysmorphology","71869"
"Serpinb2","Body Composition (DEXA lean/fat)|Eye Morphology|Open Field - centre start","18788"
"Serpinb3d","Gross Pathology and Tissue Collection|Grip Strength","394252"
"Serpinb5","Electrocardiogram (ECG)|Combined SHIRPA and Dysmorphology|Insulin Blood Level","20724"
"Serpinb9b","Clinical Chemistry","20706"
"Serpinb9c","Auditory Brain Stem Response","20707"
"Serpine1","Gross Pathology and Tissue Collection","18787"
"Serpinf1","Gross Pathology and Tissue Collection|Hematology|Echo","20317"
"Serping1","Gross Pathology and Tissue Collection|Eye Morphology","12258"
"Sertad3","Body Composition (DEXA lean/fat)|Clinical Chemistry|Acoustic Startle and Pre-pulse Inhibition (PPI)|Hematology|Open Field","170742"
"Sesn1","Acoustic Startle and Pre-pulse Inhibition (PPI)|Combined SHIRPA and Dysmorphology","140742"
"Setbp1","Viability Primary Screen|Clinical Chemistry|Open Field|Electrocardiogram (ECG)|Combined SHIRPA and Dysmorphology","240427"
"Setd1a","Histopathology","233904"
"Setd1b","Clinical Chemistry|Body Composition (DEXA lean/fat)","208043"
"Setd2","Histopathology|Hematology|Acoustic Startle and Pre-pulse Inhibition (PPI)|Electrocardiogram (ECG)|X-ray|Grip Strength|Combined SHIRPA and Dysmorphology|Heart Weight","235626"
"Setd3","Histopathology|Acoustic Startle and Pre-pulse Inhibition (PPI)|X-ray|Gross Pathology and Tissue Collection|Body Composition (DEXA lean/fat)|Electrocardiogram (ECG)|Hematology|Clinical Chemistry","52690"
"Setd4","Intraperitoneal glucose tolerance test (IPGTT)|Clinical Chemistry","224440"
"Setd5","X-ray|Combined SHIRPA and Dysmorphology|Grip Strength|Auditory Brain Stem Response|Viability Primary Screen|Clinical Chemistry|Intraperitoneal glucose tolerance test (IPGTT)","72895"
"Setd6","Light-Dark Test|Plasma Chemistry|Open Field - centre start|Eye Morphology|Fertility of Homozygous Knock-out Mice","66083"
"Setd6","Light-Dark Test|Plasma Chemistry|Open Field - centre start|Eye Morphology|Fertility of Homozygous Knock-out Mice","277360"
"Setdb1","Viability Primary Screen|Histopathology","84505"
"Setx","Hematology|Eye Morphology|Immunophenotyping|Clinical Chemistry|Intraperitoneal glucose tolerance test (IPGTT)|Gross Pathology and Tissue Collection|Grip Strength|Fertility of Homozygous Knock-out Mice","269254"
"Sez6l","Open Field|Clinical Chemistry|Indirect Calorimetry|Combined SHIRPA and Dysmorphology|Hematology","56747"
"Sf3b3","Eye Morphology|Viability E9.5 Secondary Screen|Combined SHIRPA and Dysmorphology|Viability Primary Screen|Open Field - centre start","101943"
"Sfmbt2","Gross Morphology Embryo E9.5|Gross Morphology Embryo E14.5-E15.5|Gross Morphology Placenta E14.5-E15.5|Gross Pathology and Tissue Collection|Electrocardiogram (ECG)|Open Field|Viability Primary Screen","353282"
"Sfpq","Clinical Chemistry|Combined SHIRPA and Dysmorphology","71514"
"Sfr1","Fear Conditioning|Gross Morphology Embryo E9.5|Viability Primary Screen","67788"
"Sfswap","Viability Primary Screen|Viability E9.5 Secondary Screen|Intraperitoneal glucose tolerance test (IPGTT)|Grip Strength|Body Composition (DEXA lean/fat)","231769"
"Sfxn1","Grip Strength","14057"
"Sfxn3","Clinical Chemistry","94280"
"Sfxn4","Hematology","94281"
"Sgce","Combined SHIRPA and Dysmorphology","20392"
"Sgip1","Open Field|Eye Morphology|Electrocardiogram (ECG)|Acoustic Startle and Pre-pulse Inhibition (PPI)|Combined SHIRPA and Dysmorphology|X-ray","73094"
"Sgms1","Body Composition (DEXA lean/fat)|Hematology|Clinical Chemistry|Grip Strength|Intraperitoneal glucose tolerance test (IPGTT)|Fertility of Homozygous Knock-out Mice|Combined SHIRPA and Dysmorphology","208449"
"Sgpl1","Gross Pathology and Tissue Collection|Viability Primary Screen","20397"
"Sgsh","Histopathology|Clinical Chemistry|Hematology|Combined SHIRPA and Dysmorphology|Electrocardiogram (ECG)|X-ray|Body Composition (DEXA lean/fat)","27029"
"Sgsm1","Hematology|Clinical Chemistry|Body Composition (DEXA lean/fat)","52850"
"Sgta","Body Composition (DEXA lean/fat)|Clinical Chemistry","52551"
"Sgtb","Gross Pathology and Tissue Collection|Open Field","218544"
"Sh2b1","Intraperitoneal glucose tolerance test (IPGTT)","20399"
"Sh2d5","Clinical Chemistry|Body Composition (DEXA lean/fat)|X-ray","230863"
"Sh3bgrl3","Hematology","73723"
"Sh3bp2","Histopathology|X-ray","24055"
"Sh3bp4","Insulin Blood Level","98402"
"Sh3bp5","Open Field","24056"
"Sh3d19","Grip Strength|Body Composition (DEXA lean/fat)","27059"
"Sh3gl2","Body Composition (DEXA lean/fat)|Grip Strength|X-ray|Combined SHIRPA and Dysmorphology","20404"
"Sh3pxd2a","Femoral Microradiography|Viability Primary Screen|Insulin Blood Level|Cortical Bone MicroCT|Clinical Chemistry","14218"
"Sh3rf1","Eye Morphology|Hole-board Exploration","59009"
"Sh3rf3","Eye Morphology","237353"
"Sh3tc1","Hematology|Grip Strength|Electrocardiogram (ECG)","231147"
"Sh3tc2","Plasma Chemistry","225608"
"Shank1","Gross Pathology and Tissue Collection|Hematology|Eye Morphology|Fear Conditioning|Intraperitoneal glucose tolerance test (IPGTT)|Combined SHIRPA and Dysmorphology|Body Composition (DEXA lean/fat)|Heart Weight|Clinical Chemistry|Acoustic Startle and Pre-pulse Inhibition (PPI)","243961"
"Shank2","Open Field|Combined SHIRPA and Dysmorphology|Hematology|Organ Weight|Body Weight","210274"
"Shank3","Clinical Chemistry","58234"
"Shc4","Grip Strength","271849"
"Shfl","Organ Weight|Gross Pathology and Tissue Collection","319278"
"Shh","Clinical Chemistry|Intraperitoneal glucose tolerance test (IPGTT)|Body Composition (DEXA lean/fat)|Viability Primary Screen","20423"
"Shisa4","Clinical Chemistry|Open Field","77552"
"Shisa6","Combined SHIRPA and Dysmorphology|Body Composition (DEXA lean/fat)|Heart Weight","380702"
"Shisa7","Open Field - centre start|Body Composition (DEXA lean/fat)|Light-Dark Test|Hole-board Exploration","232813"
"Shisa8","Clinical Chemistry","435145"
"Shisa9","Open Field|Acoustic Startle and Pre-pulse Inhibition (PPI)|Clinical Chemistry","72555"
"Shisal1","Open Field|Gross Pathology and Tissue Collection|Eye Morphology","72301"
"Shld1","Gross Pathology and Tissue Collection|Histopathology|Clinical Chemistry|Intraperitoneal glucose tolerance test (IPGTT)|Open Field","73747"
"Shmt2","Eye Morphology|Gross Morphology Embryo E12.5|Gross Morphology Placenta E12.5|Viability E18.5 Secondary Screen","108037"
"Shox2","Echo|Viability E14.5-E15.5 Secondary Screen|Open Field","20429"
"Shprh","Gross Pathology and Tissue Collection|Hematology|Eye Morphology","268281"
"Shroom2","Fear Conditioning|Gross Pathology and Tissue Collection|Clinical Chemistry","110380"
"Shroom4","Hematology|Eye Morphology","208431"
"Shtn1","Body Composition (DEXA lean/fat)|Open Field - centre start","71653"
"Sidt1","Gross Pathology and Tissue Collection","320007"
"Sidt2","Clinical Chemistry|Hematology","214597"
"Siglec1","Heart Weight|Insulin Blood Level|Organ Weight","20612"
"Sik1","Organ Weight|Body Composition (DEXA lean/fat)|Heart Weight","17691"
"Sik2","Gross Pathology and Tissue Collection","235344"
"Sik3","X-ray|Clinical Chemistry|Combined SHIRPA and Dysmorphology|Hematology|Intraperitoneal glucose tolerance test (IPGTT)|Body Composition (DEXA lean/fat)|Insulin Blood Level|Eye Morphology|Fertility of Homozygous Knock-out Mice|Heart Weight","70661"
"Sinhcaf","Clinical Chemistry|Gross Pathology and Tissue Collection|Organ Weight","56306"
"Sipa1","Combined SHIRPA and Dysmorphology","20469"
"Sipa1l1","Combined SHIRPA and Dysmorphology|Sleep Wake|Open Field - centre start|Light-Dark Test|Hole-board Exploration|Grip Strength","217692"
"Sirpa","Eye Morphology|Body Composition (DEXA lean/fat)|Clinical Chemistry|Organ Weight|Gross Pathology and Tissue Collection|Intraperitoneal glucose tolerance test (IPGTT)","19261"
"Sirpb1a","Hematology","320832"
"Sirt1","Echo|Eye Morphology|X-ray|Combined SHIRPA and Dysmorphology|Viability Primary Screen|Hematology","93759"
"Sirt3","Combined SHIRPA and Dysmorphology|X-ray","64384"
"Sirt4","Clinical Chemistry|Combined SHIRPA and Dysmorphology|Histopathology","75387"
"Siva1","Eye Morphology|Echo","30954"
"Six1","Clinical Chemistry|Gross Pathology and Tissue Collection|Gross Morphology Embryo E14.5-E15.5|Gross Morphology Placenta E14.5-E15.5|Electrocardiogram (ECG)|Viability Primary Screen|Light-Dark Test|Organ Weight|Hematology|Heart Weight","20471"
"Ska2","Light-Dark Test|Viability E9.5 Secondary Screen|Viability Primary Screen|Hematology","66140"
"Skida1","Gross Pathology and Tissue Collection|Hematology|Clinical Chemistry|Acoustic Startle and Pre-pulse Inhibition (PPI)|Viability Primary Screen|X-ray","72668"
"Skil","Echo","20482"
"Skint7","Clinical Chemistry","328505"
"Skiv2l","Viability E9.5 Secondary Screen","108077"
"Skp2","Fertility of Homozygous Knock-out Mice","27401"
"Sla2","Fear Conditioning|X-ray|Gross Pathology and Tissue Collection|Lung mechanics by forced oscillations|Clinical Chemistry","77799"
"Slain2","Hole-board Exploration|Viability Primary Screen","75991"
"Slbp","Open Field - centre start|Body Composition (DEXA lean/fat)|Viability E12.5 Secondary Screen|Viability Primary Screen","20492"
"Slc10a1","Gross Pathology and Tissue Collection","20493"
"Slc10a2","Echo","20494"
"Slc10a3","Body Composition (DEXA lean/fat)","214601"
"Slc10a4","Echo|Eye Morphology","231290"
"Slc11a1","Gross Pathology and Tissue Collection","18173"
"Slc12a5","Gross Pathology and Tissue Collection|Gross Morphology Embryo E14.5-E15.5|Gross Morphology Placenta E14.5-E15.5|Hematology|Viability Primary Screen","57138"
"Slc13a3","Clinical Chemistry","114644"
"Slc13a5","Intraperitoneal glucose tolerance test (IPGTT)|Body Composition (DEXA lean/fat)|Grip Strength|Hematology|Heart Weight","237831"
"Slc15a3","Hematology|Clinical Chemistry","65221"
"Slc15a5","Gross Pathology and Tissue Collection","277898"
"Slc16a2","Histopathology","20502"
"Slc16a4","Clinical Chemistry|Hematology","229699"
"Slc17a2","Eye Morphology|Grip Strength","20505"
"Slc17a2","Eye Morphology|Grip Strength","218103"
"Slc17a6","Viability Primary Screen","140919"
"Slc17a7","Viability Primary Screen","72961"
"Slc17a8","Acoustic Startle and Pre-pulse Inhibition (PPI)|Eye Morphology|Auditory Brain Stem Response|Gross Pathology and Tissue Collection|Combined SHIRPA and Dysmorphology","216227"
"Slc17a9","Gross Pathology and Tissue Collection","228993"
"Slc1a1","Clinical Chemistry|Open Field - centre start|Hole-board Exploration|Eye Morphology","20510"
"Slc1a3","Sleep Wake","20512"
"Slc1a4","Intraperitoneal glucose tolerance test (IPGTT)|Histopathology|Body Composition (DEXA lean/fat)","55963"
"Slc20a2","Intraperitoneal glucose tolerance test (IPGTT)|Body Composition (DEXA lean/fat)|Grip Strength|Eye Morphology|Histopathology|Clinical Chemistry|X-ray|Rotarod|Combined SHIRPA and Dysmorphology|Insulin Blood Level|Auditory Brain Stem Response","20516"
"Slc22a15","Body Composition (DEXA lean/fat)|Electrocardiogram (ECG)","242126"
"Slc22a17","Viability Primary Screen|X-ray|Grip Strength","59049"
"Slc22a29","Gross Pathology and Tissue Collection|Light-Dark Test","236293"
"Slc22a3","Gross Pathology and Tissue Collection","20519"
"Slc22a4","Gross Pathology and Tissue Collection","30805"
"Slc22a5","Body Composition (DEXA lean/fat)|Viability E9.5 Secondary Screen","20520"
"Slc22a8","Open Field|Organ Weight|Clinical Chemistry|Body Composition (DEXA lean/fat)","19879"
"Slc23a3","Histopathology|Gross Pathology and Tissue Collection","22626"
"Slc24a3","Body Weight|Acoustic Startle and Pre-pulse Inhibition (PPI)|Hematology|Grip Strength|Combined SHIRPA and Dysmorphology|Auditory Brain Stem Response|Indirect Calorimetry","94249"
"Slc24a4","Clinical Chemistry|Gross Pathology and Tissue Collection|Histopathology|Hematology|Intraperitoneal glucose tolerance test (IPGTT)|Viability Primary Screen","238384"
"Slc24a5","Combined SHIRPA and Dysmorphology|Eye Morphology|Acoustic Startle and Pre-pulse Inhibition (PPI)|Grip Strength|Intraperitoneal glucose tolerance test (IPGTT)","317750"
"Slc25a1","Gross Morphology Embryo E12.5|Gross Morphology Embryo E18.5|Clinical Chemistry|Viability Primary Screen|Gross Morphology Embryo E14.5-E15.5","13358"
"Slc25a10","Clinical Chemistry|Body Composition (DEXA lean/fat)|Eye Morphology|Grip Strength|Intraperitoneal glucose tolerance test (IPGTT)","27376"
"Slc25a12","Viability Primary Screen","78830"
"Slc25a13","Combined SHIRPA and Dysmorphology","50799"
"Slc25a14","Clinical Chemistry","20523"
"Slc25a15","Gross Pathology and Tissue Collection|Acoustic Startle and Pre-pulse Inhibition (PPI)|Viability Primary Screen","18408"
"Slc25a18","Fear Conditioning|Gross Pathology and Tissue Collection|Intraperitoneal glucose tolerance test (IPGTT)|Body Composition (DEXA lean/fat)","71803"
"Slc25a20","Clinical Chemistry|Viability Primary Screen","57279"
"Slc25a21","Heart Weight|Hematology|Body Composition (DEXA lean/fat)|Clinical Chemistry","217593"
"Slc25a24","Eye Morphology|Grip Strength","229731"
"Slc25a25","Organ Weight","227731"
"Slc25a28","Eye Morphology|Hematology","246696"
"Slc25a3","Gross Pathology and Tissue Collection|Gross Morphology Embryo E9.5|Viability Primary Screen","18674"
"Slc25a30","Body Composition (DEXA lean/fat)|Eye Morphology|Hematology|Intraperitoneal glucose tolerance test (IPGTT)|X-ray","67554"
"Slc25a4","Clinical Chemistry|X-ray|Intraperitoneal glucose tolerance test (IPGTT)|Heart Weight","11739"
"Slc25a42","Heart Weight|Body Composition (DEXA lean/fat)|Viability Primary Screen","73095"
"Slc25a43","Intraperitoneal glucose tolerance test (IPGTT)","194744"
"Slc25a44","Body Composition (DEXA lean/fat)|Open Field - centre start","229517"
"Slc25a46","Intraperitoneal glucose tolerance test (IPGTT)|Grip Strength","67453"
"Slc26a10","Open Field - centre start","216441"
"Slc26a2","Gross Morphology Embryo E18.5|Intraperitoneal glucose tolerance test (IPGTT)","13521"
"Slc26a9","Gross Morphology Embryo E18.5|Viability Primary Screen|Eye Morphology|Gross Pathology and Tissue Collection","320718"
"Slc27a6","Grip Strength|Open Field - centre start","225579"
"Slc28a3","Hematology|Open Field","114304"
"Slc29a1","X-ray|Acoustic Startle and Pre-pulse Inhibition (PPI)|Hematology|Body Composition (DEXA lean/fat)|Histopathology|Intraperitoneal glucose tolerance test (IPGTT)|Grip Strength|Open Field|Gross Pathology and Tissue Collection","63959"
"Slc29a3","Hematology|Clinical Chemistry|Body Composition (DEXA lean/fat)|Insulin Blood Level","71279"
"Slc29a4","X-ray","243328"
"Slc2a12","Combined SHIRPA and Dysmorphology|Echo","353169"
"Slc2a13","Clinical Chemistry|Intraperitoneal glucose tolerance test (IPGTT)|Light-Dark Test","239606"
